CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcel_id,lat,long
16270344W12,2014,344 ROMANY RD,03-26-2014,Nuisance,Invalid Nuisance,03-26-2014,true,15472850,-84.4868355188865,38.0191733865401
42532956W,2014,2956 SULLIVANS TRCE,03-27-2014,Nuisance,Invalid Nuisance,03-31-2014,true,38193300,-84.5253267002917,38.1110905121474
36552732W7,2014,2732 MICHELLE PARK,03-27-2014,Nuisance,Invalid Nuisance,03-31-2014,true,38054370,-84.5451964513308,38.0879808695924
01890576W,2014,576 BISHOP DR,03-27-2014,Nuisance,Invalid Nuisance,03-28-2014,true,16425775,-84.4657111066075,38.0787787027515
04510619W,2014,619 COLUMBIA AVE,03-27-2014,Nuisance,Invalid Nuisance,03-31-2014,true,10686550,-84.4959931612422,38.0301232887575
28610638W2,2014,638 BROOKGREEN LN,03-27-2014,Nuisance,Invalid Nuisance,03-31-2014,true,19980330,-84.4174356726036,37.9968543621252
13460403W,2014,403 MORRISON AVE,03-27-2014,Nuisance,Invalid Nuisance,03-28-2014,true,14002200,-84.4868757580544,38.05950125321
03270343W,2014,343 CARLISLE AVE,03-27-2014,Nuisance,Invalid Nuisance,03-28-2014,true,11406150,-84.4895937412072,38.0210548965898
13972399W2,2014,2399 NICHOLASVILLE RD,03-28-2014,Nuisance,Invalid Nuisance,03-31-2014,true,38227250,-84.5200299779457,38.0041156874534
27810219W,2014,219 VISTA ST,03-28-2014,Nuisance,Invalid Nuisance,03-31-2014,true,23234500,-84.5269623862146,38.0241719529864
05470142 1/2W,2014,142 1/2 DELMONT DR,03-31-2014,Nuisance,Invalid Nuisance,04-01-2014,true,10866300,-84.5299471808619,38.0523294207169
10312083-2085W10,2014,2083-2085 LAVERNE CT,03-31-2014,Nuisance,Invalid Nuisance,04-23-2014,true,10839478,-84.4778414271114,38.0952012664516
05230541W14,2014,541 DARBY CREEK RD,03-31-2014,Nuisance,Invalid Nuisance,04-01-2014,true,10040210,-84.4313640881536,38.0086281334294
12271202W,2014,1202 W MAIN ST,04-01-2014,Nuisance,Invalid Nuisance,04-03-2014,true,24179425,-84.5177174742131,38.061407869212
06001852W7,2014,1852 DUNKIRK DR,04-01-2014,Nuisance,Invalid Nuisance,04-03-2014,true,10155301,-84.5337299145904,38.0534796273957
09001720W3,2014,1720 HAWTHORNE LN,04-01-2014,Nuisance,Invalid Nuisance,04-02-2014,true,22211900,-84.469462078121,38.0702865673693
42691893W4,2014,1893 MILLBANK RD,04-01-2014,Nuisance,Invalid Nuisance,04-02-2014,true,38186860,-84.4719402045387,38.0845012383895
17930215W21,2014,215 STATE ST,04-01-2014,Nuisance,Invalid Nuisance,04-03-2014,true,23909600,-84.5137541618873,38.0310809915044
14380285W8,2014,285 OSAGE CT,04-01-2014,Nuisance,Invalid Nuisance,04-02-2014,true,13874900,-84.4503776851074,38.0157505658496
29942565W9,2014,2565 CASHEL CT,04-01-2014,Nuisance,Invalid Nuisance,04-02-2014,true,19333570,-84.4458880072767,38.0130355591292
08862339W,2014,2339 HARRODSBURG RD,04-02-2014,Nuisance,Invalid Nuisance,04-03-2014,true,10529600,-84.543096851038,38.0221150670818
12670409W28,2014,409 E MAXWELL ST,04-02-2014,Nuisance,Invalid Nuisance,04-03-2014,true,16183700,-84.4955884260883,38.0386682781127
18601197W,2014,1197 TATESBROOK DR,04-02-2014,Nuisance,Invalid Nuisance,04-03-2014,true,16006600,-84.5090705058463,38.0828118767974
01781355W,2014,1355 BEULAH PARK,04-02-2014,Nuisance,Invalid Nuisance,04-04-2014,true,10478646,-84.4725358630027,37.9770436432684
02073501W7,2014,3501 BOLD BIDDER DR,04-02-2014,Nuisance,Invalid Nuisance,04-04-2014,true,14140800,-84.4748758919408,37.9823669303577
03641256W16,2014,1256 CENTRE PKWY,04-02-2014,Nuisance,Invalid Nuisance,04-04-2014,true,15936225,-84.4793985848819,37.9794785573684
01781630W,2014,1630 BEULAH PARK,04-02-2014,Nuisance,Invalid Nuisance,04-04-2014,true,10003526,-84.4708878864168,37.9746724141692
01781359W,2014,1359 BEULAH PARK,04-02-2014,Nuisance,Invalid Nuisance,04-04-2014,true,10478645,-84.4723539326705,37.9769141076386
03641234W,2014,1234 CENTRE PKWY,04-02-2014,Nuisance,Invalid Nuisance,04-08-2014,true,15372900,-84.4800305160592,37.9795781097678
30820490W3,2014,490 ASHLAND TER,04-03-2014,Nuisance,Invalid Nuisance,04-08-2014,true,20124644,-84.4943341939348,38.030260248876
03710415W,2014,415 CHAPMAN CT,04-03-2014,Nuisance,Invalid Nuisance,04-03-2014,true,12155527,-84.5056830528923,37.9828428594767
14660606W2,2014,606 PASADENA DR,04-04-2014,Nuisance,Invalid Nuisance,04-22-2014,true,26315300,-84.5414247092032,38.0128950000632
38812911W,2014,2911 BLAIRDON CIR,04-04-2014,Nuisance,Invalid Nuisance,04-04-2014,true,38081440,-84.4244240369898,38.012070241404
11602985W2,2014,2985 LIBERTY RD,04-04-2014,Nuisance,Invalid Nuisance,04-04-2014,true,20649075,-84.4233841785244,38.0108239430143
43732981W2,2014,2981 CADENTOWN RD,04-04-2014,Nuisance,Invalid Nuisance,04-04-2014,true,38105040,-84.4244740357226,38.0105338324603
17231717W12,2014,1717 SILVER LN,04-07-2014,Nuisance,Invalid Nuisance,04-08-2014,true,13489600,-84.4696645270278,38.0767186060711
19772928W,2014,2928 WACO RD,04-07-2014,Nuisance,Invalid Nuisance,04-08-2014,true,20048050,-84.5474883325032,38.0096953329501
29942565W10,2014,2565 CASHEL CT,04-07-2014,Nuisance,Invalid Nuisance,04-07-2014,true,19333570,-84.4458880072767,38.0130355591292
16113653W8,2014,3653 RIVER PARK DR,04-07-2014,Nuisance,Invalid Nuisance,04-09-2014,true,10476415,-84.4803131084189,37.971883549079
07211543W7,2014,1543 N FORBES RD,04-08-2014,Nuisance,Invalid Nuisance,04-15-2014,true,41984800,-84.5218587415894,38.0713066139792
03931706W9,2014,1706 CHICKASAW CT,04-08-2014,Nuisance,Invalid Nuisance,04-09-2014,true,12025200,-84.4380392298143,38.0501155408843
03931709W13,2014,1709 CHICKASAW CT,04-08-2014,Nuisance,Invalid Nuisance,04-09-2014,true,17088100,-84.4373593387136,38.0501937316526
10523305W16,2014,3305 KENESAW DR,04-08-2014,Nuisance,Invalid Nuisance,04-09-2014,true,10276605,-84.4621842891837,37.9751869285662
28384013W,2014,4013 BROOKWATER CT,04-08-2014,Nuisance,Invalid Nuisance,04-09-2014,true,20134580,-84.5124393178387,37.9671679694562
05100703W5,2014,703 DAKOTA ST,04-08-2014,Nuisance,Invalid Nuisance,04-09-2014,true,13348200,-84.4862967362162,38.0574759260006
02150923W,2014,923 BORDALLO DR,04-09-2014,Nuisance,Invalid Nuisance,04-10-2014,true,12051300,-84.5096429568777,38.0693558008466
05410923W2,2014,923 DELAWARE AVE,04-09-2014,Nuisance,Invalid Nuisance,04-10-2014,true,16890010,-84.4725908405972,38.0403376812491
08590000SIGNS11,2014,0 HABERSHAM DR,04-09-2014,Nuisance,Invalid Nuisance,04-10-2014,true,26896350,-84.520955172201,37.9764656520903
19064047W,2014,4047 TORONTO RD,04-09-2014,Nuisance,Invalid Nuisance,04-10-2014,true,38082290,-84.3981944962045,37.994054947682
19890636W3,2014,636 N MARTIN LUTHER KING BLVD,04-09-2014,Nuisance,Invalid Nuisance,04-10-2014,true,15439502,-84.4832175500771,38.0526894969017
17231717W13,2014,1717 SILVER LN,04-10-2014,Nuisance,Invalid Nuisance,04-11-2014,true,13489600,-84.4696645270278,38.0767186060711
28610638W3,2014,638 BROOKGREEN LN,04-10-2014,Nuisance,Invalid Nuisance,04-11-2014,true,19980330,-84.4174356726036,37.9968543621252
09910202W3,2014,202 INVERNESS DR,04-10-2014,Nuisance,Invalid Nuisance,04-11-2014,true,20160600,-84.5207124296537,37.9861017757975
31251444W3,2014,1444 DEER LAKE CIR,04-10-2014,Nuisance,Invalid Nuisance,04-10-2014,true,10001450,-84.4664561874635,37.9736156331396
41152304W3,2014,2304 MULUNDY WAY,04-14-2014,Nuisance,Invalid Nuisance,04-15-2014,true,38145670,-84.5243639018719,38.0963723582308
05430734W13,2014,734 DELLA DR,04-14-2014,Nuisance,Invalid Nuisance,04-14-2014,true,20069400,-84.5320819593542,38.0308178958594
07600822W3,2014,822 FURLONG DR,04-14-2014,Nuisance,Invalid Nuisance,04-14-2014,true,24139600,-84.5382297879746,38.0309836814279
18220840W11,2014,840 SUMMERVILLE DR,04-14-2014,Nuisance,Invalid Nuisance,04-15-2014,true,16977390,-84.5301725891929,38.0419282330023
27660381W5,2014,381 CHASE PL,04-14-2014,Nuisance,Invalid Nuisance,04-15-2014,true,20120880,-84.5363323289944,38.0020817177671
05672256W,2014,2256 DINSMORE DR,04-14-2014,Nuisance,Invalid Nuisance,04-15-2014,true,15628800,-84.4669804758815,38.0168943702336
15033223W5,2014,3223 PIMLICO PKWY,04-14-2014,Nuisance,Invalid Nuisance,04-16-2014,true,13620821,-84.465585377086,37.9901717981863
01573713W2,2014,3713 BELLEAU WOOD DR,04-14-2014,Nuisance,Invalid Nuisance,04-14-2014,true,20428725,-84.5031340462079,37.9747389198818
10431228W,2014,1228 KEENELAND CT,04-14-2014,Nuisance,Invalid Nuisance,04-14-2014,true,11681500,-84.481595562399,37.9789852550057
39881029W3,2014,1029 KIAWAH DR,04-14-2014,Nuisance,Invalid Nuisance,04-14-2014,true,38106780,-84.4877043504221,37.947102355924
18751523W8,2014,1523 THAMES DR,04-14-2014,Nuisance,Invalid Nuisance,04-14-2014,true,14663400,-84.4777428066456,37.971275429876
18800431W2,2014,431 W THIRD ST,04-14-2014,Nuisance,Invalid Nuisance,04-15-2014,true,11785200,-84.4961582305655,38.0534704758348
04172914W2,2014,2914 CLAYS MILL RD,04-15-2014,Nuisance,Invalid Nuisance,04-17-2014,true,20953600,-84.5406866225476,38.0079527993019
32510000W3,2014,0 CHILESBURG RD,04-15-2014,Nuisance,Invalid Nuisance,04-16-2014,true,22616400,-84.413937974072,37.9859023568821
07300234W,2014,234 FOREST PARK RD,04-16-2014,Nuisance,Invalid Nuisance,05-02-2014,true,23189300,-84.5160219182123,38.0277520808101
08750189W38,2014,189 N HANOVER AVE,04-16-2014,Nuisance,Invalid Nuisance,04-17-2014,true,12582600,-84.4798983134585,38.0369600644684
10743549W7,2014,3549 KING ARTHUR DR,04-16-2014,Nuisance,Invalid Nuisance,04-17-2014,true,10428500,-84.5126453499653,37.9829607630108
00100616W7,2014,616 ADDISON AVE,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,25341425,-84.5259678828192,38.0394951961388
00232136W9,2014,2136 ALEXANDRIA DR,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,11694500,-84.5525714552606,38.0253970717278
11210827W6,2014,827 LANE ALLEN RD,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,20009430,-84.5388081331785,38.030172785558
15810000SIGNS17,2014,0 RED MILE RD,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,38074340,-84.5239380312864,38.0405083993141
20872160W31,2014,2160 WINTERBERRY DR,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,11808500,-84.5529844268622,38.0251249055832
08633898W,2014,3898 HALEY RD,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,21952000,-84.32291099326,38.0406233591226
16370409W7,2014,409 ROSEMONT GARDEN,04-17-2014,Nuisance,Invalid Nuisance,04-21-2014,true,21801500,-84.5274385511257,38.0220059102155
28610638W4,2014,638 BROOKGREEN LN,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,19980330,-84.4174356726036,37.9968543621252
16881300W9,2014,1300 SEQUOIA DR,04-17-2014,Nuisance,Invalid Nuisance,04-21-2014,true,10002234,-84.4758792976969,37.9752999717353
20681105W6,2014,1105 WINCHESTER RD,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,23560400,-84.4654941406208,38.0428834637257
12040838W7,2014,838 E LOUDON AVE,04-17-2014,Nuisance,Invalid Nuisance,04-18-2014,true,21342300,-84.4670135657777,38.0444965777337
17690694W4,2014,694 SPRINGRIDGE DR,04-18-2014,Nuisance,Invalid Nuisance,04-18-2014,true,22370600,-84.5390333102664,38.0233562137735
38650528W,2014,528 TOWNSEND RIDGE,04-18-2014,Nuisance,Invalid Nuisance,04-21-2014,true,38086680,-84.5417021685151,37.9753685309215
10071416W,2014,1416 JANNELLE CT,04-18-2014,Nuisance,Invalid Nuisance,04-21-2014,true,16186500,-84.4823652330848,37.9747982505703
03343241W,2014,3241 CARRIAGE LN,04-18-2014,Nuisance,Invalid Nuisance,04-21-2014,true,10152901,-84.4676677475364,37.9873084866316
34173388W2,2014,3388 SQUIRE CREEK WAY,04-18-2014,Nuisance,Invalid Nuisance,04-21-2014,true,19975770,-84.4602737820949,37.9737177264589
19440633W11,2014,633 N UPPER ST,04-18-2014,Nuisance,Invalid Nuisance,04-21-2014,true,16401600,-84.4864236064651,38.0555142791263
02290438W13,2014,438 BRADLEY CT,04-21-2014,Nuisance,Invalid Nuisance,05-05-2014,true,15521600,-84.5065945898114,38.0681835823407
06600473W12,2014,473 ERIE RD,04-21-2014,Nuisance,Invalid Nuisance,05-05-2014,true,12940800,-84.5129040072511,38.0730840777148
19071413W5,2014,1413 TOWNLEY DR,04-21-2014,Nuisance,Invalid Nuisance,05-06-2014,true,13931100,-84.518354249174,38.066139960552
03041904W7,2014,1904 CAMBRIDGE DR,04-21-2014,Nuisance,Invalid Nuisance,05-06-2014,true,17204800,-84.5439150339732,38.0491720052769
23480882W3,2014,882 WYNDHAM HILLS DR,04-21-2014,Nuisance,Invalid Nuisance,04-21-2014,true,20083140,-84.5543060984778,37.9731517963686
19853433W14,2014,3433 WALLINGFORD CT,04-21-2014,Nuisance,Invalid Nuisance,04-22-2014,true,26842450,-84.5474097419164,37.9896952605693
13503374W6,2014,3374 MOUNDVIEW CT,04-21-2014,Nuisance,Invalid Nuisance,04-22-2014,true,13743952,-84.4923749986359,37.9967707376813
16083050SIGNS,2014,3050 RIO DOSA DR,04-21-2014,Nuisance,Invalid Nuisance,04-22-2014,true,20001940,-84.4426763191503,38.004557390518
21140691W7,2014,691 WOODWARD LN,04-21-2014,Nuisance,Invalid Nuisance,04-23-2014,true,25546800,-84.442010038201,38.0222535906634
29660345W5,2014,345 SHADOW GLEN CT,04-21-2014,Nuisance,Invalid Nuisance,04-23-2014,true,19333730,-84.44530369342,38.0143070245541
14760388W10,2014,388 PEACHTREE RD,04-21-2014,Nuisance,Invalid Nuisance,04-23-2014,true,11017915,-84.4476973801661,38.0173972217154
11340316W4,2014,316 LARKWOOD DR,04-21-2014,Nuisance,Invalid Nuisance,04-23-2014,true,13767450,-84.4471851025032,38.0151738097051
21140657-659W6,2014,657-659 WOODWARD LN,04-21-2014,Nuisance,Invalid Nuisance,05-07-2014,true,24304150,-84.4433329551839,38.0214189152293
09100409W2,2014,409 HEDGEWOOD DR,04-21-2014,Nuisance,Invalid Nuisance,04-21-2014,true,16506050,-84.4456814526068,38.0151615492069
11661401W,2014,1401 N LIMESTONE,04-21-2014,Nuisance,Invalid Nuisance,04-23-2014,true,42183800,-84.4744489556923,38.0625781649078
11661015W2,2014,1015 N LIMESTONE,04-21-2014,Nuisance,Invalid Nuisance,04-23-2014,true,04037740,-84.4790239631933,38.0596831044283
19863437W,2014,3437 WALLINGFORD DR,04-23-2014,Nuisance,Invalid Nuisance,04-23-2014,true,20491950,-84.5475007012013,37.9895384837419
19840366W2,2014,366 WALLER AVE,04-23-2014,Nuisance,Invalid Nuisance,05-09-2014,true,13787700,-84.5186619656102,38.0296171959147
02600131-133W3,2014,131-133 BROWN AVE,04-23-2014,Nuisance,Invalid Nuisance,04-23-2014,true,42633600,-84.4578514537155,38.0404189123702
02600135W8,2014,135 BROWN AVE,04-23-2014,Nuisance,Invalid Nuisance,04-23-2014,true,42631625,-84.4576412065607,38.0402642260233
02600141W,2014,141 BROWN AVE,04-23-2014,Nuisance,Invalid Nuisance,04-23-2014,true,42807800,-84.45728080743,38.039986966709
11602415W2,2014,2415 LIBERTY RD,04-23-2014,Nuisance,Invalid Nuisance,04-23-2014,true,25647000,-84.4366038563077,38.024952987918
11340308W13,2014,308 LARKWOOD DR,04-23-2014,Nuisance,Invalid Nuisance,04-23-2014,true,13045700,-84.4475117554228,38.0149865017585
17160501W5,2014,501 E SHORT ST,04-23-2014,Nuisance,Invalid Nuisance,04-23-2014,true,10068900,-84.4890241053449,38.0419524198075
19853446W9,2014,3446 WALLINGFORD CT,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,20886800,-84.5471379595188,37.9887862676729
05241836W3,2014,1836 DARIEN DR,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,25399700,-84.5563233071869,38.0355996607494
05330532W2,2014,532 DE ROODE ST,04-24-2014,Nuisance,Invalid Nuisance,04-28-2014,true,13083750,-84.5100858548342,38.0460312599037
36090551W16,2014,551 VINCENT WAY,04-24-2014,Nuisance,Invalid Nuisance,04-28-2014,true,38018400,-84.5402353524996,37.996490637552
10111704W6,2014,1704 JENNIFER RD,04-24-2014,Nuisance,Invalid Nuisance,04-25-2014,true,13931351,-84.4501116429579,38.0451269216413
14090109W4,2014,109 NORTHWOOD DR,04-24-2014,Nuisance,Invalid Nuisance,04-25-2014,true,26242550,-84.4670409591805,38.066104225502
05212040W9,2014,2040 DANIEL CT,04-24-2014,Nuisance,Invalid Nuisance,04-25-2014,true,14340510,-84.5496211035908,38.0510290587061
05672256W2,2014,2256 DINSMORE DR,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,15628800,-84.4669804758815,38.0168943702336
09991546W,2014,1546 JACANA DR,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,31906400,-84.5187398057228,38.0290985902799
14660433W3,2014,433 PASADENA DR,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,25352636,-84.531376467029,38.0085438429907
19130372W16,2014,372 TRANSYLVANIA PARK,04-24-2014,Nuisance,Invalid Nuisance,04-30-2014,true,12675900,-84.4967769351703,38.0354322698231
11601924W3,2014,1924 LIBERTY RD,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,46168875,-84.4562932301142,38.030277434026
11601928W6,2014,1928 LIBERTY RD,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,47206250,-84.456146633183,38.0301964545748
28060512W2,2014,512 PLEASANT POINTE CT,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,10053130,-84.4538348643179,38.0045531555742
31433462W,2014,3462 SPENDTHRIFT WAY,04-24-2014,Nuisance,Invalid Nuisance,04-24-2014,true,15288000,-84.4854550719226,37.9887773892713
22510733W,2014,733 LORI LN,04-24-2014,Nuisance,Invalid Nuisance,04-25-2014,true,20026540,-84.5058377124705,37.9692930833783
34382069W3,2014,2069 ALLEGHENY WAY,04-25-2014,Nuisance,Invalid Nuisance,04-28-2014,true,38016430,-84.561707232647,38.0266076130254
09440281W2,2014,281 HILLSBORO AVE,04-25-2014,Nuisance,Invalid Nuisance,04-28-2014,true,43579000,-84.5244116436144,38.0716964972593
17142996W3,2014,2996 SHIRLEE DR,04-25-2014,Nuisance,Invalid Nuisance,04-29-2014,true,21168400,-84.5001939641003,38.007457306391
12040256W5,2014,256 E LOUDON AVE,04-25-2014,Nuisance,Invalid Nuisance,04-28-2014,true,14951125,-84.4777726333834,38.0534290514079
12140792W2,2014,792 LYNN RD,04-28-2014,Nuisance,Invalid Nuisance,04-28-2014,true,22242975,-84.5354277451062,38.030578676985
13020503-505W2,2014,503 MERINO ST,04-28-2014,Nuisance,Invalid Nuisance,04-29-2014,true,16147900,-84.5083149357167,38.047739843343
01221815W,2014,1815 BARKSDALE DR,04-28-2014,Nuisance,Invalid Nuisance,04-29-2014,true,16612900,-84.471285883866,38.0861282379779
13972434W,2014,2434 NICHOLASVILLE RD,04-28-2014,Nuisance,Invalid Nuisance,04-29-2014,true,10700100,-84.518052170256,38.0021433713016
17832108W6,2014,2108 ST MICHAEL DR,04-28-2014,Nuisance,Invalid Nuisance,04-29-2014,true,13964100,-84.4577944271912,38.0241944820594
19900218W7,2014,218 WALTON AVE,04-28-2014,Nuisance,Invalid Nuisance,04-29-2014,true,10163100,-84.4812472536525,38.0396341876295
17832112W2,2014,2112 ST MICHAEL DR,04-28-2014,Nuisance,Invalid Nuisance,04-29-2014,true,11101400,-84.4577381761211,38.0240496249141
01573856W,2014,3856 BELLEAU WOOD DR,04-28-2014,Nuisance,Invalid Nuisance,04-30-2014,true,20033800,-84.5093908985271,37.9712758103183
11661401W2,2014,1401 N LIMESTONE,04-28-2014,Nuisance,Invalid Nuisance,04-28-2014,true,42183800,-84.4744489556923,38.0625781649078
16900445W8,2014,445 E SEVENTH ST,04-28-2014,Nuisance,Invalid Nuisance,04-30-2014,true,14167300,-84.4776080462386,38.0499260585626
01980219W3,2014,219 BLUE GRASS AVE SIDE B,04-29-2014,Nuisance,Invalid Nuisance,05-01-2014,true,41500400,-84.4713900050477,38.0602861599191
05810469W7,2014,469 DOUGLAS AVE,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,15092300,-84.5041633252968,38.0665529403711
06300959W,2014,959 EFFIE RD,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,15320500,-84.5096288406533,38.0716290871305
19602285W2,2014,2285 VERSAILLES RD,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,38194380,-84.5515106542484,38.047456796739
28590336W4,2014,336 TURFWAY DR,04-30-2014,Nuisance,Invalid Nuisance,04-30-2014,true,19318430,-84.444116823626,38.0671944355986
16982420W,2014,2420 SHANDON DR,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,15000650,-84.4542890930103,38.0901915892301
03171617W,2014,1617 CANTERBURY CT,04-30-2014,Nuisance,Invalid Nuisance,04-30-2014,true,17073000,-84.4564818591816,38.0535434393838
03142956W,2014,2956 CANDLELIGHT WAY,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,22188413,-84.491298593027,38.0052278212074
28060512W3,2014,512 PLEASANT POINTE CT,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,10053130,-84.4538348643179,38.0045531555742
02452914W,2014,2914 BRIGADOON PKWY,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,20145600,-84.5216702235045,37.9879773132113
03443479W,2014,3479 CASTLETON HILL,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,15849700,-84.4918251969188,37.9899288924
15823737W,2014,3737 RED RIVER DR,04-30-2014,Nuisance,Invalid Nuisance,05-05-2014,true,10962892,-84.4848546660291,37.9693710079239
07140743W,2014,743 FLORIDA ST,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,13324850,-84.4846342765159,38.0576537109472
07140744W3,2014,744 FLORIDA ST,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,13325000,-84.4842775815335,38.0573535411273
07140747W,2014,747 FLORIDA ST,04-30-2014,Nuisance,Invalid Nuisance,04-30-2014,true,11104100,-84.4718463035613,38.046129056221
07140751W,2014,751 FLORIDA ST,04-30-2014,Nuisance,Invalid Nuisance,05-01-2014,true,14391725,-84.5095919950102,38.0482040823026
07140734W2,2014,734 FLORIDA ST,04-30-2014,Nuisance,Invalid Nuisance,05-05-2014,true,11153200,-84.4845348959545,38.0571733723466
09320940W2,2014,940 HIGHLAND PARK DR,04-30-2014,Nuisance,Invalid Nuisance,07-10-2014,true,11927950,-84.4732547481895,38.0541831455666
02190801W,2014,801 BOSTON RD,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,14689700,-84.4974167979007,38.0096617653587
41060961W,2014,961 SUNNY SLOPE TRCE,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,38161790,-84.5466464950073,37.9691404346552
34961392W,2014,1392 SADDLE CLUB WAY,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,38012760,-84.5602387539528,38.0490858004409
16531816W2,2014,1816 RUSSELL CAVE RD,05-01-2014,Nuisance,Invalid Nuisance,05-06-2014,true,11090900,-84.4682434568996,38.0836367373304
14600437W13,2014,437 PARK AVE,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,14341425,-84.4953982620308,38.0318366225191
04590201W10,2014,201 CONN TER,05-01-2014,Nuisance,Invalid Nuisance,05-20-2014,true,15553400,-84.5122973460275,38.0316350760043
04650663W3,2014,663 COOPER DR,05-01-2014,Nuisance,Invalid Nuisance,05-20-2014,true,10462550,-84.4970271457937,38.0240846855631
26540892W4,2014,892 SPYGLASS LN,05-01-2014,Nuisance,Invalid Nuisance,05-01-2014,true,20128740,-84.401342204954,37.9961293930197
11920133W4,2014,133 N LOCUST HILL DR,05-01-2014,Nuisance,Invalid Nuisance,05-05-2014,true,20008140,-84.4457853057961,38.0055761876017
11340308W14,2014,308 LARKWOOD DR,05-01-2014,Nuisance,Invalid Nuisance,05-01-2014,true,13045700,-84.4475117554228,38.0149865017585
41710272W,2014,272 SOMERSLY PL,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,38173760,-84.4338416713597,37.9853037179559
13031290W3,2014,1290 MERMAN DR,05-01-2014,Nuisance,Invalid Nuisance,05-05-2014,true,12528410,-84.4833823968025,37.9766349582143
11873241W8,2014,3241 LOCH NESS DR,05-01-2014,Nuisance,Invalid Nuisance,05-05-2014,true,38105070,-84.5189834277584,37.9919036330819
19890667W7,2014,667 N MARTIN LUTHER KING BLVD,05-01-2014,Nuisance,Invalid Nuisance,05-01-2014,true,15241900,-84.4826574236187,38.0535898733346
15600189W12,2014,189 RACE ST,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,16050900,-84.4879227694062,38.043124899197
16830509W,2014,509 E SECOND ST,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,38226050,-84.4838328123434,38.0451927375798
07360000SIGNS2,2014,0 E FOURTH ST,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,16462400,-84.4849304705742,38.0462293890374
12040250W12,2014,250 E LOUDON AVE,05-01-2014,Nuisance,Invalid Nuisance,05-02-2014,true,14159600,-84.4779226869277,38.0535608070386
29811648W2,2014,1648 ATOMA DR,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,38147750,-84.5128897322559,38.084235398326
07980324W2,2014,324 GLENDALE AVE,05-02-2014,Nuisance,Invalid Nuisance,05-06-2014,true,46495500,-84.5240577667203,38.0734375087168
11960138W28,2014,138 LONDONDERRY DR,05-02-2014,Nuisance,Invalid Nuisance,05-06-2014,true,10904700,-84.5397094154374,38.0521141162692
11960132W3,2014,132 LONDONDERRY DR,05-02-2014,Nuisance,Invalid Nuisance,05-06-2014,true,11535900,-84.5397058382966,38.0515577063032
15810733SIGNS,2014,733 RED MILE RD,05-02-2014,Nuisance,Invalid Nuisance,05-02-2014,true,10040170,-84.5239756851431,38.0463065174298
03900788W,2014,788 CHERYL LN,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,24688800,-84.5352893871057,38.0316674231642
12650000W5,2014,0 MASON HEADLEY RD,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,26285350,-84.5367807486946,38.0394015943121
07040981W2,2014,981 FINCASTLE RD,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,13851610,-84.4840100728876,38.0325701007792
15682099W17,2014,2099 RAMBLER RD,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,13809675,-84.523127015705,38.0089639495278
34470000W4,2014,0 HANNA PL,05-02-2014,Nuisance,Invalid Nuisance,05-05-2014,true,38000240,-84.4472742044324,38.0101564303033
